gene_name,item_number,product_name
SLC12A5,HZGHC001825c001,Human SLC12A5 10bp insertion knockout cell line
SLC12A5,HZGHC001825c004,Human SLC12A5 4bp deletion knockout cell line
SLC39A6,HZGHC001832c004,Human SLC39A6 7bp deletion knockout cell line
SLC16A3,HZGHC001844c001,Human SLC16A3 2bp deletion knockout cell line
SLC16A3,HZGHC001844c010,Human SLC16A3 19bp deletion knockout cell line
SLC26A2,HZGHC001849c006,Human SLC26A2 1bp deletion knockout cell line
SLC26A2,HZGHC001849c010,Human SLC26A2 1bp insertion knockout cell line
SLC36A4,HZGHC001862c005,Human SLC36A4 2bp deletion knockout cell line
SLC36A4,HZGHC001862c010,Human SLC36A4 1bp insertion knockout cell line
SLC5A6,HZGHC001869c004,Human SLC5A6 5bp deletion knockout cell line
SLC5A6,HZGHC001869c012,Human SLC5A6 2bp deletion knockout cell line
SLC43A2,HZGHC001877c002,Human SLC43A2 4bp insertion knockout cell line
SLC43A2,HZGHC001877c008,Human SLC43A2 2bp deletion knockout cell line
SLC4A2,HZGHC001880c004,Human SLC4A2 2bp deletion knockout cell line
SLC4A2,HZGHC001880c007,Human SLC4A2 13bp deletion knockout cell line
SLC7A2,HZGHC001888c001,Human SLC7A2 1bp insertion knockout cell line
SLC11A2,HZGHC001897c001,Human SLC11A2 32bp deletion knockout cell line
SLC11A2,HZGHC001897c011,Human SLC11A2 11bp deletion knockout cell line
SLC30A3,HZGHC001903c011,Human SLC30A3 17bp deletion knockout cell line
SLC30A3,HZGHC001903c012,Human SLC30A3 5bp deletion knockout cell line
SLC9A7,HZGHC001918c001,Human SLC9A7 1bp insertion knockout cell line
SLC9A7,HZGHC001918c008,Human SLC9A7 1bp deletion knockout cell line
SLC25A51,HZGHC001927c010,Human SLC25A51 4bp deletion knockout cell line
SLC25A51,HZGHC001927c011,Human SLC25A51 2bp deletion knockout cell line
SLC19A2,HZGHC001936c006,Human SLC19A2 2bp deletion knockout cell line
SLC19A2,HZGHC001936c008,Human SLC19A2 8bp deletion knockout cell line
SLC29A3,HZGHC001939c007,Human SLC29A3 5bp deletion knockout cell line
SLC29A3,HZGHC001939c010,Human SLC29A3 14bp deletion knockout cell line
SLC35C1,HZGHC001942c010,Human SLC35C1 1bp insertion knockout cell line
SLC25A37,HZGHC001952c001,Human SLC25A37 5bp deletion knockout cell line
SLC25A37,HZGHC001952c010,Human SLC25A37 2bp deletion knockout cell line
SHMT2,HZGHC001954c003,Human SHMT2 5bp deletion knockout cell line
SHMT2,HZGHC001954c006,Human SHMT2 2bp deletion knockout cell line
SMOX,HZGHC001955c010,Human SMOX 11bp deletion knockout cell line
SMOX,HZGHC001955c011,Human SMOX 17bp deletion knockout cell line
HEXDC,HZGHC001958c002,Human HEXDC 2bp deletion knockout cell line
HEXDC,HZGHC001958c010,Human HEXDC 5bp deletion knockout cell line
SLC44A2,HZGHC001963c001,Human SLC44A2 14bp deletion knockout cell line
SLC44A2,HZGHC001963c002,Human SLC44A2 13bp deletion knockout cell line
SLC25A33,HZGHC001971c006,Human SLC25A33 28bp deletion knockout cell line
SLC25A33,HZGHC001971c010,Human SLC25A33 4bp deletion knockout cell line
SLC38A2,HZGHC001975c002,Human SLC38A2 1bp insertion knockout cell line
SLC38A2,HZGHC001975c003,Human SLC38A2 1bp insertion knockout cell line
SLC38A2,HZGHC001975c006,Human SLC38A2 1bp insertion knockout cell line
SLC4A8,HZGHC001987c001,Human SLC4A8 5bp deletion knockout cell line
SLC4A8,HZGHC001987c010,Human SLC4A8 8bp deletion knockout cell line
SLC25A25,HZGHC001999c001,Human SLC25A25 2bp deletion knockout cell line
SLC25A25,HZGHC001999c003,Human SLC25A25 4bp deletion knockout cell line
SLC38A1,HZGHC002006c002,Human SLC38A1 5bp deletion knockout cell line
SLC25A29,HZGHC002012c003,Human SLC25A29 2bp deletion knockout cell line
SLC25A29,HZGHC002012c004,Human SLC25A29 5bp insertion knockout cell line
SLC39A9,HZGHC002017c001,Human SLC39A9 1bp insertion knockout cell line
SLC39A9,HZGHC002017c007,Human SLC39A9 2bp deletion knockout cell line
SLC39A9,HZGHC002017c011,Human SLC39A9 1bp insertion knockout cell line
RAB2B,HZGHC002023c003,Human RAB2B 1bp insertion knockout cell line
TBC1D24,HZGHC002029c004,Human TBC1D24 1bp insertion knockout cell line
TBC1D24,HZGHC002029c010,Human TBC1D24 13bp deletion knockout cell line
PROCR,HZGHC002030c004,Human PROCR 10bp deletion knockout cell line
EIF2AK3,HZGHC002033c003,Human EIF2AK3 1bp insertion knockout cell line
SLC25A36,HZGHC002039c001,Human SLC25A36 2bp deletion knockout cell line
SLC25A36,HZGHC002039c004,Human SLC25A36 20bp deletion knockout cell line
SLC39A8,HZGHC002069c031,Human SLC39A8 67bp insertion knockout cell line
SLC25A14,HZGHC002074c009,Human SLC25A14 7bp deletion knockout cell line
SLC25A14,HZGHC002074c010,Human SLC25A14 20bp deletion knockout cell line
SLC31A1,HZGHC002093c005,Human SLC31A1 10bp deletion knockout cell line
SLC41A3,HZGHC002098c007,Human SLC41A3 2bp deletion knockout cell line
SLC41A3,HZGHC002098c009,Human SLC41A3 2bp deletion knockout cell line
SLC25A39,HZGHC002113c003,Human SLC25A39 1bp insertion knockout cell line
SLC25A39,HZGHC002113c010,Human SLC25A39 1bp insertion knockout cell line
SLC35F2,HZGHC002119c003,Human SLC35F2 1bp insertion knockout cell line
SLC35F2,HZGHC002119c004,Human SLC35F2 4bp deletion knockout cell line
SLC39A1,HZGHC002125c006,Human SLC39A1 16bp deletion knockout cell line
SLC39A1,HZGHC002125c012,Human SLC39A1 5bp deletion knockout cell line
SLC25A11,HZGHC002127c010,Human SLC25A11 17bp deletion knockout cell line
SLC25A11,HZGHC002127c012,Human SLC25A11 8bp deletion knockout cell line
SLC25A38,HZGHC002134c008,Human SLC25A38 1bp insertion knockout cell line
SLC25A38,HZGHC002134c011,Human SLC25A38 1bp insertion knockout cell line
SLC29A4,HZGHC002139c003,Human SLC29A4 1bp insertion knockout cell line
SLC29A4,HZGHC002139c005,Human SLC29A4 14bp deletion knockout cell line
SLC29A4,HZGHC002139c009,Human SLC29A4 1bp insertion knockout cell line
SLC17A9,HZGHC002153c005,Human SLC17A9 22bp deletion knockout cell line
SLC35A5,HZGHC002170c009,Human SLC35A5 22bp deletion knockout cell line
SLC16A13,HZGHC002176c010,Human SLC16A13 1bp insertion knockout cell line
SLC25A35,HZGHC002183c011,Human SLC25A35 2bp deletion knockout cell line
SLC35E2B,HZGHC002191c003,Human SLC35E2B 7bp deletion knockout cell line
SLC35E2B,HZGHC002191c008,Human SLC35E2B 22bp deletion knockout cell line
SLC35B4,HZGHC002204c001,Human SLC35B4 2bp deletion knockout cell line
SLC35B4,HZGHC002204c010,Human SLC35B4 20bp deletion knockout cell line
SLC17A5,HZGHC002214c006,Human SLC17A5 1bp insertion knockout cell line
SLC17A5,HZGHC002214c012,Human SLC17A5 2bp insertion knockout cell line
SLC46A3,HZGHC002222c001,Human SLC46A3 1bp insertion knockout cell line
SLC46A3,HZGHC002222c006,Human SLC46A3 1bp insertion knockout cell line
SLC46A3,HZGHC002222c009,Human SLC46A3 13bp deletion knockout cell line
SLC16A10,HZGHC002232c004,Human SLC16A10 5bp deletion knockout cell line
SLC16A10,HZGHC002232c007,Human SLC16A10 8bp deletion knockout cell line
SLC22A5,HZGHC002234c003,Human SLC22A5 34bp deletion knockout cell line
SLC43A3,HZGHC002241c001,Human SLC43A3 1bp insertion knockout cell line
SLC43A3,HZGHC002241c005,Human SLC43A3 7bp deletion knockout cell line
SLC39A3,HZGHC002246c001,Human SLC39A3 4bp deletion knockout cell line
SLC39A3,HZGHC002246c005,Human SLC39A3 29bp deletion knockout cell line
SLC25A17,HZGHC002268c006,Human SLC25A17 5bp deletion knockout cell line
SLC25A17,HZGHC002268c007,Human SLC25A17 7bp deletion knockout cell line
SLC2A8,HZGHC002276c001,Human SLC2A8 2bp deletion knockout cell line
SLC2A8,HZGHC002276c010,Human SLC2A8 26bp deletion knockout cell line
SLC25A30,HZGHC002288c001,Human SLC25A30 1bp insertion knockout cell line
SLC25A30,HZGHC002288c010,Human SLC25A30 1bp insertion knockout cell line
SLC25A30,HZGHC002288c012,Human SLC25A30 1bp insertion knockout cell line
TUBA1C,HZGHC002323c001,Human TUBA1C 4bp deletion knockout cell line
TUBA1C,HZGHC002323c010,Human TUBA1C 10bp deletion knockout cell line
ZNF267,HZGHC002324c004,Human ZNF267 2bp insertion knockout cell line
ZNF267,HZGHC002324c005,Human ZNF267 11bp deletion knockout cell line
ZNF764,HZGHC002326c001,Human ZNF764 1bp insertion knockout cell line
ZNF764,HZGHC002326c008,Human ZNF764 20bp deletion knockout cell line
ZNF764,HZGHC002326c010,Human ZNF764 1bp insertion knockout cell line
SEMA7A,HZGHC002328c006,Human SEMA7A 20bp deletion knockout cell line
PPARA,HZGHC002330c003,Human PPARA 2bp insertion knockout cell line
ALG3,HZGHC002387c001,Human ALG3 4bp deletion knockout cell line
ALG3,HZGHC002387c006,Human ALG3 2bp deletion knockout cell line
SIRT7,HZGHC002412c004,Human SIRT7 1bp deletion knockout cell line
STK11,HZGHC002413c004,Human STK11 17bp deletion knockout cell line
STK11,HZGHC002413c011,Human STK11 1bp insertion knockout cell line
EIF4EBP2,HZGHC002414c004,Human EIF4EBP2 2bp deletion knockout cell line
EIF4EBP2,HZGHC002414c005,Human EIF4EBP2 13bp deletion knockout cell line
ATPIF1,HZGHC002416c004,Human ATPIF1 23bp deletion knockout cell line
ATPIF1,HZGHC002416c007,Human ATPIF1 13bp deletion knockout cell line
DCK,HZGHC002417c011,Human DCK 7bp deletion knockout cell line
MFSD2A,HZGHC002418c002,Human MFSD2A 2bp deletion knockout cell line
BCL11A,HZGHC002426c005,Human BCL11A 19bp deletion knockout cell line
BCL11A,HZGHC002426c010,Human BCL11A 13bp deletion knockout cell line
KIF1C,HZGHC002428c001,Human KIF1C 1bp insertion knockout cell line
KIF1C,HZGHC002429c006,Human KIF1C 13bp deletion knockout cell line
KIF1C,HZGHC002429c010,Human KIF1C 23bp deletion knockout cell line
ABCB1,HZGHC002430c001,Human ABCB1 1bp insertion knockout cell line
ABCB1,HZGHC002430c005,Human ABCB1 7bp deletion knockout cell line
ABCB1,HZGHC002430c012,Human ABCB1 1bp insertion knockout cell line
BCL7A,HZGHC002434c010,Human BCL7A 7bp deletion knockout cell line
NRBP2,HZGHC002436c002,Human NRBP2 5bp deletion knockout cell line
NRBP2,HZGHC002436c004,Human NRBP2 17bp deletion knockout cell line
KIF15,HZGHC002439c010,Human KIF15 1bp insertion knockout cell line
KIF15,HZGHC002440c003,Human KIF15 4bp deletion knockout cell line
SURF4,HZGHC002442c001,Human SURF4 13bp deletion knockout cell line
SURF4,HZGHC002442c002,Human SURF4 10bp deletion knockout cell line
RER1,HZGHC002443c002,Human RER1 2bp deletion knockout cell line
ZDHHC12,HZGHC002445c009,Human ZDHHC12 25bp deletion knockout cell line
ZDHHC12,HZGHC002445c010,Human ZDHHC12 1bp insertion knockout cell line
ZDHHC13,HZGHC002447c003,Human ZDHHC13 2bp deletion knockout cell line
ZDHHC13,HZGHC002447c011,Human ZDHHC13 13bp deletion knockout cell line
ZDHHC14,HZGHC002450c003,Human ZDHHC14 7bp deletion knockout cell line
ZDHHC14,HZGHC002450c006,Human ZDHHC14 10bp deletion knockout cell line
TNK2,HZGHC002454c026,Human TNK2 13bp deletion knockout cell line
AGO1,HZGHC002455c001,Human AGO1 1bp insertion knockout cell line
AGO1,HZGHC002455c012,Human AGO1 4bp deletion knockout cell line
UTRN,HZGHC002461c007,"Human DMD, UTRN multiple knockout cell line"
UTRN,HZGHC002461c010,"Human DMD, UTRN multiple knockout cell line"
VHL,HZGHC002468c010,Human VHL 1bp insertion knockout cell line
FCHO1,HZGHC002469c006,"Human FCHO2, FCHO1 multiple knockout cell line"
ACTB,HZGHC002471c002,Human ACTB 4bp deletion knockout cell line
ACTB,HZGHC002471c010,Human ACTB 13bp deletion knockout cell line
SMARCC1,HZGHC002476c011,Human SMARCC1 2bp insertion knockout cell line
SMARCC1,HZGHC002476c012,Human SMARCC1 4bp deletion knockout cell line
SMARCD1,HZGHC002478c001,Human SMARCD1 1bp deletion knockout cell line
SMARCD1,HZGHC002478c006,Human SMARCD1 16bp deletion knockout cell line
SMARCD1,HZGHC002478c010,Human SMARCD1 1bp insertion knockout cell line
SMARCD3,HZGHC002480c002,Human SMARCD3 7bp deletion knockout cell line
SMARCD3,HZGHC002480c012,Human SMARCD3 8bp deletion knockout cell line
CBX3,HZGHC002481c001,Human CBX3 2bp deletion knockout cell line
CBX3,HZGHC002481c005,Human CBX3 2bp deletion knockout cell line
CBX3,HZGHC002482c005,Human CBX3 14bp deletion knockout cell line
TRPM7,HZGHC002483c001,Human TRPM7 88bp insertion knockout cell line
TRPM7,HZGHC002483c004,Human TRPM7 17bp deletion knockout cell line
NDUFA9,HZGHC002487c004,Human NDUFA9 11bp deletion knockout cell line
NDUFA9,HZGHC002487c006,Human NDUFA9 28bp deletion knockout cell line
EGLN1,HZGHC002490c004,Human EGLN1 5bp deletion knockout cell line
EZH2,HZGHC002494c001,Human EZH2 16bp deletion knockout cell line
KIAA0196,HZGHC002497c002,Human KIAA0196 2bp deletion knockout cell line
KIAA0196,HZGHC002497c011,Human KIAA0196 10bp deletion knockout cell line
KIAA0196,HZGHC002498c010,Human KIAA0196 13bp deletion knockout cell line
KIAA0196,HZGHC002498c011,Human KIAA0196 19bp deletion knockout cell line
SUMO1,HZGHC002501c006,Human SUMO1 14bp deletion knockout cell line
SUMO1,HZGHC002501c010,Human SUMO1 2bp deletion knockout cell line
SUMO1,HZGHC002502c005,Human SUMO1 28bp deletion knockout cell line
SUMO1,HZGHC002502c008,Human SUMO1 11bp deletion knockout cell line
MTOR,HZGHC002505c003,Human MTOR 202bp insertion knockout cell line
PIEZO1,HZGHC002507c002,Human PIEZO1 5bp insertion knockout cell line
ENDOG,HZGHC002510c002,Human ENDOG 16bp deletion knockout cell line
ENDOG,HZGHC002510c011,Human ENDOG 23bp deletion knockout cell line
ENDOG,HZGHC002511c002,Human ENDOG 7bp deletion knockout cell line
ENDOG,HZGHC002511c003,Human ENDOG 14bp deletion knockout cell line
ZMIZ2,HZGHC002513c004,Human ZMIZ2 14bp deletion knockout cell line
ZMIZ2,HZGHC002513c008,Human ZMIZ2 2bp deletion knockout cell line
GNPTAB,HZGHC002514c009,"Human LRP1, GNPTAB multiple knockout cell line"
CARKD,HZGHC002518c004,Human CARKD 2bp deletion knockout cell line
CARKD,HZGHC002518c011,Human CARKD 5bp deletion knockout cell line
CARKD,HZGHC002519c005,Human CARKD 2bp deletion knockout cell line
CARKD,HZGHC002519c010,Human CARKD 124bp insertion knockout cell line
PCMT1,HZGHC002524c001,Human PCMT1 1bp deletion knockout cell line
FOXRED1,HZGHC002525c006,Human FOXRED1 4bp deletion knockout cell line
FOXRED1,HZGHC002525c011,Human FOXRED1 5bp deletion knockout cell line
HADHA,HZGHC002529c002,Human HADHA 13bp deletion knockout cell line
HADHA,HZGHC002529c004,Human HADHA 7bp deletion knockout cell line
SLC15A4,HZGHC002530c001,Human SLC15A4 34bp deletion knockout cell line
SLC15A4,HZGHC002530c002,Human SLC15A4 10bp deletion knockout cell line
RFWD3,HZGHC002532c002,Human RFWD3 28bp deletion knockout cell line
RFWD3,HZGHC002532c010,Human RFWD3 13bp deletion knockout cell line
UBE2T,HZGHC002533c001,Human UBE2T 2bp deletion knockout cell line
CLN6,HZGHC002536c010,Human CLN6 7bp deletion knockout cell line
MCOLN1,HZGHC002537c002,Human MCOLN1 26bp deletion knockout cell line
MCOLN1,HZGHC002537c011,Human MCOLN1 5bp deletion knockout cell line
MCOLN1,HZGHC002538c001,Human MCOLN1 1bp insertion knockout cell line
MCOLN1,HZGHC002538c010,Human MCOLN1 1bp insertion knockout cell line
MCOLN1,HZGHC002538c011,Human MCOLN1 1bp insertion knockout cell line
PPP3R1,HZGHC002540c002,Human PPP3R1 5bp deletion knockout cell line
PPP3R1,HZGHC002540c012,Human PPP3R1 2bp deletion knockout cell line
GNPTG,HZGHC002542c002,Human GNPTG 1bp insertion knockout cell line
GNPTG,HZGHC002542c004,Human GNPTG 1bp insertion knockout cell line
GNPTG,HZGHC002542c006,Human GNPTG 14bp deletion knockout cell line
AKTIP,HZGHC002549c005,Human AKTIP 4bp insertion knockout cell line
AKTIP,HZGHC002549c010,Human AKTIP 2bp deletion knockout cell line
BIRC6,HZGHC002550c004,Human BIRC6 2bp deletion knockout cell line
BIRC6,HZGHC002550c005,Human BIRC6 4bp deletion knockout cell line
CDC34,HZGHC002551c004,Human CDC34 2bp insertion knockout cell line
ISG15,HZGHC002552c002,Human ISG15 70bp deletion knockout cell line
ISG15,HZGHC002552c004,Human ISG15 7bp deletion knockout cell line
SUMO3,HZGHC002553c001,Human SUMO3 14bp deletion knockout cell line
SUMO3,HZGHC002553c011,Human SUMO3 25bp deletion knockout cell line
UBE2A,HZGHC002554c004,Human UBE2A 8bp deletion knockout cell line
UBE2A,HZGHC002554c009,Human UBE2A 5bp insertion knockout cell line
UBE2B,HZGHC002555c001,Human UBE2B 2bp deletion knockout cell line
UBE2D1,HZGHC002557c001,Human UBE2D1 16bp deletion knockout cell line
UBE2D1,HZGHC002557c005,Human UBE2D1 2bp insertion knockout cell line
UBE2D2,HZGHC002558c003,Human UBE2D2 1bp insertion knockout cell line
UBE2D2,HZGHC002558c010,Human UBE2D2 2bp deletion knockout cell line
UBE2D3,HZGHC002559c004,Human UBE2D3 2bp deletion knockout cell line
UBE2D3,HZGHC002559c007,Human UBE2D3 5bp deletion knockout cell line
UBE2D4,HZGHC002560c007,Human UBE2D4 8bp deletion knockout cell line
UBE2E1,HZGHC002561c001,Human UBE2E1 2bp insertion knockout cell line
UBE2E1,HZGHC002561c010,Human UBE2E1 11bp deletion knockout cell line
UBE2E2,HZGHC002562c010,Human UBE2E2 14bp deletion knockout cell line
UBE2E3,HZGHC002563c001,Human UBE2E3 11bp deletion knockout cell line
UBE2E3,HZGHC002563c002,Human UBE2E3 7bp deletion knockout cell line
UBE2G2,HZGHC002566c007,Human UBE2G2 1bp insertion knockout cell line
UBE2J1,HZGHC002567c003,Human UBE2J1 8bp deletion knockout cell line
UBE2J1,HZGHC002567c010,Human UBE2J1 4bp deletion knockout cell line
UBE2J2,HZGHC002568c003,Human UBE2J2 13bp deletion knockout cell line
UBE2J2,HZGHC002568c006,Human UBE2J2 16bp deletion knockout cell line
UBE2K,HZGHC002569c003,Human UBE2K 2bp deletion knockout cell line
UBE2K,HZGHC002569c010,Human UBE2K 22bp deletion knockout cell line
UBE2L6,HZGHC002570c001,Human UBE2L6 16bp deletion knockout cell line
UBE2L6,HZGHC002570c002,Human UBE2L6 10bp deletion knockout cell line
UBE2O,HZGHC002571c005,Human UBE2O 4bp deletion knockout cell line
UBE2O,HZGHC002571c012,Human UBE2O 7bp deletion knockout cell line
UBE2Q1,HZGHC002572c010,Human UBE2Q1 1bp insertion knockout cell line
UBE2Q1,HZGHC002572c012,Human UBE2Q1 17bp deletion knockout cell line
UBE2W,HZGHC002576c001,Human UBE2W 1bp insertion knockout cell line
UBE2W,HZGHC002576c008,Human UBE2W 1bp insertion knockout cell line
UBE2Z,HZGHC002577c003,Human UBE2Z 7bp deletion knockout cell line
UBE2Z,HZGHC002577c012,Human UBE2Z 8bp deletion knockout cell line
UBE4A,HZGHC002578c003,Human UBE4A 245bp insertion knockout cell line
UBE4B,HZGHC002579c002,Human UBE4B 10bp deletion knockout cell line
UBE4B,HZGHC002579c011,Human UBE4B 13bp deletion knockout cell line
UBL3,HZGHC002580c003,Human UBL3 2bp insertion knockout cell line
UBL3,HZGHC002580c007,Human UBL3 1bp insertion knockout cell line
UBL4A,HZGHC002581c002,Human UBL4A 2bp insertion knockout cell line
UEVLD,HZGHC002582c005,Human UEVLD 26bp deletion knockout cell line
UEVLD,HZGHC002582c011,Human UEVLD 2bp deletion knockout cell line
UFC1,HZGHC002583c005,Human UFC1 10bp deletion knockout cell line
UFC1,HZGHC002583c006,Human UFC1 1bp insertion knockout cell line
UFC1,HZGHC002583c012,Human UFC1 1bp insertion knockout cell line
UFM1,HZGHC002584c003,Human UFM1 2bp deletion knockout cell line
UFM1,HZGHC002584c004,Human UFM1 2bp deletion knockout cell line
TNFRSF1A,HZGHC002585c006,Human TNFRSF1A 5bp deletion knockout cell line
TRAF2,HZGHC002588c002,Human TRAF2 1bp insertion knockout cell line
TRAF5,HZGHC002589c007,Human TRAF5 1bp insertion knockout cell line
BIRC2,HZGHC002590c010,Human BIRC2 5bp deletion knockout cell line
BIRC2,HZGHC002590c011,Human BIRC2 11bp deletion knockout cell line
TAB1,HZGHC002591c004,Human TAB1 20bp deletion knockout cell line
TAB1,HZGHC002591c008,Human TAB1 2bp deletion knockout cell line
TAB2,HZGHC002592c012,Human TAB2 4bp deletion knockout cell line
